187.3,0.00
187.8,0.00
188.3,0.00
188.8,0.00
189.3,0.00
189.8,0.00
190.3,0.00
190.8,0.00
191.3,0.00
191.8,0.00
192.3,0.00
192.8,0.00
193.3,0.00
193.8,0.00
194.3,0.00
194.8,0.00
195.3,0.00
195.8,0.00
196.3,0.00
196.8,0.00
197.3,0.00
197.8,0.00
198.3,0.00
198.8,0.00
199.3,0.00
199.8,0.00
200.3,0.00
200.8,0.00
201.3,0.00
201.8,0.00
202.3,0.00
202.9,0.00
203.4,0.00
203.9,0.00
204.4,0.00
204.9,0.00
205.4,0.00
205.9,0.00
206.4,0.00
206.9,0.00
207.4,0.00
207.9,0.00
208.4,0.00
208.9,0.00
209.4,0.00
209.9,0.00
210.4,0.00
210.9,0.00
211.4,0.00
211.9,0.00
212.4,0.00
212.9,0.00
213.4,0.00
213.9,0.00
214.4,0.00
214.9,0.00
215.4,0.00
215.9,0.00
216.4,0.00
216.9,0.00
217.4,0.00
217.9,0.00
218.4,0.00
218.9,0.00
219.4,0.00
219.9,0.00
220.4,0.00
220.9,0.00
221.4,0.00
221.9,0.00
222.4,0.00
222.9,0.00
223.4,0.00
223.9,0.00
224.4,0.00
224.9,0.00
225.4,0.00
225.9,0.00
226.5,0.00
227.0,0.00
227.5,0.00
228.0,0.00
228.5,0.00
229.0,0.00
229.5,0.00
230.0,0.00
230.5,0.00
231.0,0.00
231.5,0.00
232.0,0.00
232.5,0.00
233.0,0.00
233.5,0.00
234.0,0.00
234.5,0.00
235.0,0.00
235.5,0.00
236.0,0.00
236.5,0.00
237.0,0.00
237.5,0.00
238.0,0.00
238.5,0.00
239.0,0.00
239.5,0.00
240.0,0.00
240.5,0.00
241.0,0.00
241.5,0.00
242.0,0.00
242.5,0.00
243.0,0.00
243.5,0.00
244.0,0.00
244.5,0.00
245.0,0.00
245.5,0.00
246.0,0.00
246.5,0.00
247.0,0.00
247.5,0.00
248.0,0.00
248.5,0.00
249.0,0.00
249.5,0.00
250.0,0.00
250.5,0.00
251.1,0.00
251.6,0.00
252.1,0.00
252.6,0.00
253.1,0.00
253.6,0.00
254.1,0.00
254.6,0.00
255.1,0.00
255.6,0.00
256.1,0.00
256.6,0.00
257.1,0.00
257.6,0.00
258.1,0.00
258.6,0.00
259.1,0.00
259.6,0.00
260.1,0.00
260.6,0.00
261.1,0.00
261.6,0.00
262.1,0.00
262.6,0.00
263.1,0.00
263.6,0.00
264.1,0.00
264.6,0.00
265.1,0.00
265.6,0.00
266.1,0.00
266.6,0.00
267.1,0.00
267.6,0.00
268.1,0.00
268.6,0.00
269.1,0.00
269.6,0.00
270.1,0.00
270.6,0.00
271.1,0.00
271.6,0.00
272.1,0.00
272.6,0.00
273.1,0.00
273.6,0.00
274.1,0.00
274.7,0.00
275.2,0.00
275.7,0.00
276.2,0.00
276.7,0.00
277.2,0.00
277.7,0.00
278.2,0.00
278.7,0.00
279.2,0.00
279.7,0.00
280.2,0.00
280.7,0.00
281.2,0.00
281.7,0.00
282.2,0.00
282.7,0.00
283.2,0.00
283.7,0.00
284.2,0.00
284.7,0.00
285.2,0.00
285.7,0.00
286.2,0.00
286.7,0.00
287.2,0.00
287.7,0.00
288.2,0.00
288.7,0.00
289.2,0.00
289.7,0.00
290.2,0.00
290.7,0.00
291.2,0.00
291.7,0.00
292.2,0.00
292.7,0.00
293.2,0.00
293.7,0.00
294.2,0.00
294.7,0.00
295.2,0.00
295.7,0.00
296.2,0.00
296.7,0.00
297.2,0.00
297.7,0.00
298.2,0.00
298.8,0.00
299.3,0.00
299.8,0.00
